;c;s;cr
6326;1;2;1
6327;2;1;1
6328;2;1;2
6329;1;2;2
6330;1;2;1
6331;2;2;2
6332;1;2;2
6333;2;1;1
6334;1;1;1
6335;2;2;1
6336;1;1;2
6337;2;2;1
6338;2;1;1
6339;2;2;1
6340;2;1;1
6341;2;2;1
6342;1;2;1
6343;1;2;2
6344;2;1;2
6345;2;1;1
6346;1;2;1
6347;1;2;2
6348;2;1;1
6349;2;1;1
6350;1;2;2
6351;2;2;2
6352;1;2;2
6353;2;2;2
6354;2;2;1
6355;2;1;1
6356;2;1;2
6357;1;1;1
6358;1;1;2
6359;2;2;1
6360;1;1;1
6361;2;2;2
6362;2;1;1
6363;2;1;1
6364;2;1;1
6365;1;1;1
6366;2;1;2
6367;1;2;2
6368;2;2;1
6369;1;1;2
6370;2;2;1
6371;2;1;2
6372;1;1;1
6373;2;2;1
6374;2;2;1
6375;1;2;2
6376;1;1;1
6377;2;1;1
6378;1;2;1
6379;1;1;2
6380;1;1;1
6381;2;2;1
6382;2;1;1
6383;1;2;1
6384;1;2;1
6385;1;2;2
6386;1;1;1
6387;2;2;2
6388;2;1;2
6389;2;1;1
6390;1;2;2
6391;1;1;2
6392;1;2;2
6393;2;1;2
6394;2;1;1
6395;1;2;1
6396;2;2;1
6397;2;2;1
6398;2;1;1
6399;2;2;1
6400;1;2;2
6401;2;1;2
6402;1;2;2
6403;2;1;1
6404;2;2;1
6405;2;2;2
6406;2;2;2
6407;2;2;2
6408;2;2;1
6409;2;1;2
6410;1;2;1
6411;2;1;2
6412;1;2;1
6413;2;2;2
6414;1;2;1
6415;1;2;1
6416;2;2;2
6417;2;2;2
6418;1;2;2
6419;2;2;1
6420;1;1;2
6421;2;1;1
6422;1;1;2
6423;2;1;1
6424;2;2;2
6425;2;1;1
6426;2;1;2
6427;1;2;2
6428;1;1;2
6429;2;2;2
6430;2;1;1
6431;2;1;1
6432;1;1;2
6433;2;2;1
6434;1;1;1
6435;1;2;2
6436;1;2;2
6437;1;2;2
6438;2;1;2
6439;2;2;1
6440;2;2;1
6441;2;2;2
6442;1;1;2
6443;2;2;2
6444;2;2;1
6445;2;1;1
6446;1;2;1
6447;1;2;1
6448;1;1;2
6449;2;2;2
6450;1;2;2
6451;2;2;1
6452;2;1;2
6453;2;2;1
6454;2;1;2
6455;2;2;1
6456;2;1;2
6457;2;1;2
6458;2;2;1
6459;1;1;1
6460;2;1;1
6461;1;2;1
6462;1;1;2
6463;1;1;1
6464;1;1;1
6465;2;1;1
6466;1;1;1
6467;1;2;1
6468;2;1;1
6469;2;2;1
6470;2;1;2
6471;1;2;1
6472;1;1;1
6473;1;1;1
6474;2;1;1
6475;2;1;2
6476;1;1;1
6477;2;2;1
6478;2;2;1
6479;1;2;1
6480;1;2;1
6481;2;1;2
6482;2;1;2
6483;2;2;1
6484;2;2;1
6485;2;2;2
6486;2;1;2
6487;1;1;2
6488;2;2;1
6489;2;1;2
6490;2;2;2
6491;2;1;2
6492;1;1;2
6493;1;2;2
6494;1;1;1
6495;1;1;2
6496;2;2;2
6497;1;2;2
6498;2;2;1
6499;2;2;1
6500;2;2;1
6501;1;1;1
6502;2;2;2
6503;1;2;2
6504;2;2;1
6505;1;2;1
6506;1;1;1
6507;1;1;1
6508;2;2;2
6509;1;2;2
6510;1;1;1
6511;2;1;2
6512;1;1;2
6513;1;2;1
6514;2;2;2
6515;2;1;1
6516;1;1;1
6517;1;1;2
6518;2;1;2
6519;1;1;2
6520;2;2;2
6521;2;1;2
6522;2;1;2
6523;1;1;2
6524;2;1;1
6525;2;1;1
6526;1;1;1
6527;2;1;2
6528;2;2;1
6529;1;1;1
6530;2;1;2
6531;2;2;2
6532;2;2;2
6533;1;2;2
6534;2;2;1
6535;2;2;2
6536;2;2;1
6537;2;2;1
6538;2;2;1
6539;2;1;2
6540;2;2;1
6541;1;1;1
6542;1;2;1
6543;1;2;2
6544;1;1;2
6545;1;2;2
6546;1;2;1
6547;2;1;1
6548;2;1;2
6549;2;1;2
6550;1;1;2
6551;2;1;1
6552;1;2;2
6553;1;1;2
6554;2;1;2
6555;1;1;2
6556;1;1;2
6557;1;1;1
6558;1;1;2
6559;1;2;2
6560;1;1;1
6561;1;2;2
6562;1;1;2
6563;2;1;1
6564;1;2;2
6565;1;1;2
6566;1;2;2
6567;1;2;2
6568;2;1;2
6569;1;1;1
6570;1;2;1
6571;1;1;1
6572;1;1;1
6573;2;1;1
6574;2;2;1
6575;2;1;1
6576;1;2;1
6577;2;1;1
6578;2;1;1
6579;2;2;1
6580;1;2;2
6581;2;2;1
6582;1;1;2
6583;1;2;2
6584;2;1;1
6585;2;1;1
6586;1;1;1
6587;2;2;1
6588;1;1;2
6589;1;1;2
6590;2;1;2
6591;2;1;2
6592;1;2;1
6593;1;2;2
6594;2;1;2
6595;2;2;2
6596;1;2;1
6597;1;1;1
6598;1;1;2
6599;1;1;2
6600;2;2;1
6601;1;2;2
6602;1;2;1
6603;1;2;1
6604;1;1;2
6605;2;1;2
6606;1;2;1
6607;1;1;2
6608;2;2;2
6609;2;2;1
6610;1;2;2
6611;1;2;1
6612;2;1;2
6613;2;1;2
6614;1;2;1
6615;2;2;1
6616;2;1;2
6617;2;1;1
6618;2;1;1
6619;2;2;1
6620;2;2;1
6621;1;1;1
6622;1;2;2
6623;1;1;2
6624;1;1;2
6625;2;2;2
6626;1;1;2
6627;1;2;1
6628;1;2;2
6629;2;1;1
6630;2;2;2
6631;2;1;1
6632;2;2;2
6633;2;1;1
6634;2;2;1
6635;2;1;1
6636;2;2;2
6637;1;2;1
6638;1;1;1
6639;1;1;2
6640;1;1;1
6641;1;1;1
6642;1;2;2
6643;2;2;1
6644;1;2;2
6645;1;2;1
6646;1;2;1
6647;2;2;1
6648;1;2;1
6649;1;1;1
6650;2;1;2
6651;2;2;1
6652;1;1;2
6653;1;2;1
6654;1;1;1
6655;1;1;2
6656;2;1;2
6657;1;1;1
6658;1;1;1
6659;1;1;1
6660;1;1;1
6661;1;1;2
6662;1;1;1
6663;1;2;1
6664;1;1;1
6665;1;1;2
6666;2;1;2
6667;2;1;1
6668;1;1;1
6669;1;2;2
6670;2;2;2
6671;1;2;1
6672;1;2;2
6673;1;1;1
6674;1;1;2
6675;1;1;2
6676;1;2;2
6677;1;2;1
6678;2;1;2
6679;2;1;1
6680;1;2;2
6681;2;1;1
6682;1;1;1
6683;1;1;2
6684;1;2;2
6685;1;1;2
6686;2;2;1
6687;2;2;2
6688;1;2;1
6689;2;2;2
6690;2;2;1
6691;1;1;2
6692;1;2;1
6693;1;1;1
6694;1;1;2
6695;2;2;2
6696;1;2;2
6697;1;1;1
6698;2;2;2
6699;2;1;2
6700;2;2;2
6701;2;1;2
6702;1;2;1
6703;2;1;1
6704;2;2;1
6705;1;1;1
6706;1;1;2
6707;2;2;2
6708;1;2;1
6709;2;2;2
6710;1;1;1
6711;1;2;1
6712;1;2;2
6713;2;1;1
6714;2;1;2
6715;1;1;2
6716;1;1;1
6717;1;1;1
6718;1;1;1
6719;2;1;2
6720;1;2;1
6721;1;1;1
6722;2;2;1
6723;1;1;2
6724;2;1;1
6725;1;2;2
6726;2;2;2
6727;2;2;2
6728;1;1;2
6729;1;2;2
6730;1;2;2
6731;1;1;2
6732;2;2;1
6733;1;1;1
6734;2;2;1
6735;1;1;2
6736;1;2;1
6737;1;1;2
6738;1;2;2
6739;2;2;1
6740;2;1;2
6741;2;1;2
6742;1;2;1
6743;1;1;2
6744;1;1;2
6745;2;1;2
6746;1;1;2
6747;2;2;1
6748;1;2;2
6749;1;2;1
6750;2;1;2
6751;2;2;2
6752;1;1;1
6753;1;1;2
6754;2;2;2
6755;2;1;2
6756;1;1;2
6757;2;1;2
6758;1;1;1
6759;2;2;2
6760;2;1;1
6761;2;1;2
6762;2;2;2
6763;1;1;2
6764;1;1;1
6765;1;1;2
6766;1;1;1
6767;2;2;1
6768;1;1;2
6769;1;1;1
6770;2;1;1
6771;1;2;2
6772;1;1;1
6773;1;1;2
6774;1;1;2
6775;2;2;2
6776;1;2;1
6777;2;2;1
6778;2;2;2
6779;2;1;1
6780;2;1;1
6781;1;1;1
6782;2;1;1
6783;1;1;2
6784;2;1;1
6785;2;1;2
6786;2;2;2
6787;2;2;1
6788;2;1;2
6789;2;2;2
6790;2;1;2
6791;2;2;1
6792;1;1;1
6793;2;2;1
6794;1;1;2
6795;1;2;2
6796;2;2;1
6797;1;2;2
6798;1;2;1
6799;2;1;1
6800;2;2;1
6801;2;2;2
6802;1;2;2
6803;2;1;1
6804;1;2;2
6805;1;1;1
6806;2;2;2
6807;2;1;1
6808;2;2;1
6809;1;1;1
6810;1;1;2
6811;1;2;2
6812;2;1;1
6813;1;1;2
6814;1;2;1
6815;2;2;1
6816;2;1;2
6817;1;1;2
6818;1;2;1
6819;1;2;1
6820;1;1;2
6821;1;1;1
6822;1;2;1
6823;1;2;1
6824;1;1;1
6825;1;2;1
6826;1;1;1
6827;1;2;2
6828;1;1;2
6829;2;1;2
6830;1;1;1
6831;1;2;2
6832;2;1;1
6833;2;2;2
6834;2;1;1
6835;1;1;2
6836;1;1;1
6837;1;2;2
6838;2;1;2
6839;1;1;2
6840;1;1;2
6841;1;1;1
6842;2;2;2
6843;2;2;1
6844;1;2;2
6845;2;1;1
6846;1;2;1
6847;1;1;1
6848;2;2;2
6849;1;2;1
6850;1;1;2
6851;1;1;2
6852;2;1;1
6853;1;1;1
6854;2;2;1
6855;1;1;2
6856;2;2;2
6857;2;1;1
6858;1;2;2
6859;2;2;2
6860;1;1;1
6861;2;2;2
6862;1;1;1
6863;2;2;1
6864;2;2;2
6865;1;1;1
6866;2;1;1
6867;2;1;1
6868;2;1;1
6869;2;2;1
6870;1;1;1
6871;1;2;1
6872;2;2;2
6873;2;2;2
6874;1;1;1
6875;1;1;2
6876;2;1;2
6877;2;1;1
6878;2;1;2
6879;2;1;1
6880;2;1;1
6881;1;1;1
6882;1;1;1
6883;1;1;1
6884;2;2;1
6885;2;2;1
6886;1;1;2
6887;1;2;2
6888;1;2;2
6889;1;1;2
6890;2;1;1
6891;1;2;1
6892;2;1;1
6893;1;2;2
6894;2;1;2
6895;2;2;1
6896;1;2;1
6897;1;1;2
6898;2;1;2
6899;2;1;2
6900;2;2;2
6901;2;2;2
6902;1;1;1
6903;1;1;2
6904;2;2;1
6905;2;1;1
6906;1;2;2
6907;1;2;2
6908;1;1;1
6909;2;2;2
6910;2;1;1
6911;1;1;2
6912;1;2;2
6913;1;2;1
6914;1;1;2
6915;1;2;2
6916;1;2;1
6917;2;2;1
6918;1;2;2
6919;1;1;2
6920;2;1;1
6921;1;1;1
6922;1;1;2
6923;2;2;2
6924;1;2;1
6925;2;2;2
6926;2;2;2
6927;2;1;2
6928;2;2;1
6929;1;1;1
6930;1;1;1
6931;1;2;1
6932;1;1;2
6933;1;2;1
6934;1;1;2
6935;1;1;2
6936;2;2;2
6937;1;2;1
6938;1;1;2
6939;1;2;2
6940;1;1;1
6941;1;2;1
6942;1;2;1
6943;2;1;2
6944;1;2;1
6945;2;2;1
6946;2;2;2
6947;1;2;1
6948;2;1;2
6949;2;1;2
6950;2;1;2
6951;1;1;1
6952;2;2;2
6953;1;1;2
6954;1;1;1
6955;2;1;2
6956;2;1;2
6957;2;2;1
6958;1;2;2
6959;1;1;2
6960;2;2;2
6961;1;1;1
6962;1;1;1
6963;1;1;1
6964;1;2;1
6965;1;1;2
6966;1;1;1
6967;2;1;2
6968;1;2;1
6969;1;2;2
6970;1;1;2
6971;1;1;2
6972;2;1;2
6973;1;2;1
6974;2;1;2
6975;1;2;2
6976;2;1;1
6977;2;1;1
6978;1;2;1
6979;2;2;1
6980;1;1;1
6981;2;2;2
6982;1;1;2
6983;2;1;1
6984;1;1;1
6985;2;1;1
6986;1;1;1
6987;1;2;1
6988;1;1;1
6989;2;1;2
6990;2;2;1
6991;1;2;2
6992;1;1;2
6993;2;2;2
6994;2;2;1
6995;1;2;1
6996;2;1;2
6997;1;2;2
6998;2;1;2
6999;1;1;2
7000;1;2;1
7001;2;1;1
7002;2;2;2
7003;1;2;2
7004;1;1;1
7005;2;1;2
7006;2;1;1
7007;2;2;2
7008;1;2;2
7009;1;1;2
7010;2;2;1
7011;1;2;1
7012;1;1;2
7013;2;2;1
7014;1;1;1
7015;1;1;1
7016;1;1;2
7017;1;2;1
7018;1;1;2
7019;2;2;1
7020;1;2;1
7021;1;2;2
7022;2;1;1
7023;1;1;1
7024;1;1;1
7025;2;2;1
7026;1;2;1
7027;1;1;1
7028;2;1;2
7029;1;1;1
7030;2;2;1
7031;1;1;2
7032;1;1;2
7033;2;2;2
7034;1;2;2
7035;1;2;2
7036;2;2;1
7037;1;2;2
7038;2;1;2
7039;2;2;2
7040;2;1;1
7041;1;1;1
7042;2;2;1
7043;2;1;1
7044;2;2;1
7045;2;2;1
7046;2;2;2
7047;1;2;1
7048;1;1;1
7049;1;2;1
7050;1;1;1
7051;1;1;2
7052;1;1;2
7053;1;1;2
7054;1;2;2
7055;2;2;1
7056;1;2;2
7057;2;1;2
7058;1;1;1
7059;2;2;2
7060;2;2;2
7061;1;2;2
7062;2;1;1
7063;2;2;1
7064;2;1;1
7065;2;2;1
7066;1;2;1
7067;1;2;2
7068;2;2;1
7069;1;1;2
7070;2;2;1
7071;2;1;2
7072;2;2;2
7073;1;2;2
7074;1;1;2
7075;2;1;1
7076;1;1;2
7077;1;2;1
7078;1;2;1
7079;1;1;2
7080;2;2;2
7081;2;1;2
7082;2;1;1
7083;2;1;1
7084;1;2;2
7085;1;1;1
7086;1;1;1
7087;2;1;1
7088;1;1;1
7089;1;1;2
7090;1;1;2
7091;2;1;2
7092;1;1;1
7093;2;2;1
7094;1;2;1
7095;1;2;1
7096;1;2;1
7097;2;1;1
7098;1;1;1
7099;2;1;2
7100;2;1;2
7101;1;2;2
7102;2;2;1
7103;2;2;2
7104;1;2;1
7105;1;2;2
7106;1;2;2
7107;2;1;1
7108;1;1;1
7109;1;2;2
7110;2;1;2
7111;2;1;2
7112;2;1;2
7113;1;2;1
7114;1;2;1
7115;1;2;2
7116;1;2;2
7117;1;1;2
7118;1;1;1
7119;1;2;1
7120;2;2;2
7121;1;2;2
7122;1;1;1
7123;1;1;2
7124;2;2;1
7125;2;2;1
7126;1;1;2
7127;2;1;2
7128;2;1;2
7129;1;2;1
7130;1;2;1
7131;1;1;1
7132;2;2;2
7133;1;1;1
7134;1;2;2
7135;1;2;1
7136;2;1;2
7137;2;1;2
7138;2;1;2
7139;2;2;1
7140;2;2;2
7141;1;1;1
7142;1;1;1
7143;2;2;2
7144;1;1;2
7145;1;2;2
7146;1;1;1
7147;1;1;2
7148;1;1;1
7149;1;2;2
7150;2;2;2
7151;1;2;1
7152;1;1;1
7153;2;1;2
7154;2;2;1
7155;2;1;1
7156;2;2;2
7157;1;1;1
7158;1;2;2
7159;1;2;2
7160;1;2;2
7161;2;2;2
7162;2;2;1
7163;2;2;2
7164;1;1;1
7165;1;2;1
7166;2;1;2
7167;1;2;2
7168;1;2;2
7169;2;1;1
7170;1;1;2
7171;1;1;1
7172;1;2;1
7173;2;2;1
7174;2;2;1
7175;1;2;1
7176;2;2;1
7177;2;2;1
7178;1;2;2
7179;1;2;2
7180;2;1;1
7181;1;1;2
7182;1;1;2
7183;1;2;2
7184;2;2;2
7185;1;1;2
7186;1;1;1
7187;1;1;1
7188;1;2;1
7189;1;2;1
7190;2;1;1
7191;1;1;1
7192;1;1;2
7193;1;1;1
7194;1;1;2
7195;1;1;1
7196;1;1;2
7197;1;1;2
7198;2;1;2
7199;2;2;1
7200;1;1;1
7201;1;1;2
7202;2;1;2
7203;2;1;2
7204;2;2;1
7205;1;2;2
7206;1;2;1
7207;1;1;2
7208;1;1;1
7209;1;2;1
7210;2;1;2
7211;1;1;2
7212;2;1;2
7213;1;2;1
7214;2;2;2
7215;2;2;1
7216;1;1;1
7217;2;2;1
7218;1;2;2
7219;2;1;1
7220;1;2;2
7221;1;2;1
7222;1;1;2
7223;2;2;1
7224;2;1;1
7225;2;1;1
7226;2;2;2
7227;2;1;1
7228;1;2;1
7229;2;1;1
7230;1;2;1
7231;2;1;2
7232;1;1;2
7233;2;1;1
7234;2;2;1
7235;1;1;2
7236;2;2;1
7237;1;2;1
7238;2;1;2
7239;2;2;1
7240;2;2;2
7241;1;2;1
7242;2;2;1
7243;1;1;1
7244;1;1;2
7245;2;1;1
7246;2;2;1
7247;1;2;2
7248;1;1;2
7249;2;2;1
7250;1;2;2
7251;2;2;1
7252;1;2;1
7253;2;1;1
7254;2;1;2
7255;2;2;1
7256;2;2;2
7257;2;1;1
7258;2;1;2
7259;2;1;1
7260;1;2;2
7261;2;1;1
7262;1;2;1
7263;1;1;1
7264;1;1;1
7265;1;1;1
7266;2;2;2
7267;1;2;1
7268;2;2;1
7269;1;2;2
7270;1;1;2
7271;2;2;1
7272;2;2;1
7273;2;1;1
7274;2;2;2
7275;2;2;1
7276;1;2;1
7277;2;2;1
7278;2;1;2
7279;1;1;2
7280;1;2;1
7281;2;2;2
7282;2;1;2
7283;1;1;2
7284;1;1;2
7285;2;2;1
7286;1;1;1
7287;1;1;1
7288;2;1;2
7289;2;2;1
7290;2;1;1
7291;2;1;1
7292;2;2;2
7293;1;1;2
7294;1;1;1
7295;1;2;1
7296;1;1;1
7297;2;2;1
7298;2;1;1
7299;1;1;1
7300;2;2;1
7301;2;1;2
7302;2;2;1
7303;1;1;2
7304;2;1;1
7305;1;1;1
7306;1;2;1
7307;2;1;2
7308;2;1;2
7309;2;1;1
7310;1;2;2
7311;2;1;1
7312;2;2;2
7313;2;2;2
7314;2;2;1
7315;1;2;1
7316;1;2;1
7317;2;1;2
7318;2;1;2
7319;2;2;1
7320;2;2;2
7321;2;2;1
7322;1;2;2
7323;2;1;2
7324;1;1;1
7325;2;1;1
7326;1;1;2
7327;1;2;1
7328;1;2;1
7329;2;1;2
7330;2;2;1
7331;1;2;2
7332;1;2;2
7333;1;1;2
7334;1;1;2
7335;2;2;1
7336;2;1;1
7337;2;1;2
7338;1;1;2
7339;2;2;1
7340;1;2;1
7341;1;1;2
7342;2;1;1
7343;1;1;2
7344;1;1;2
7345;1;2;2
7346;1;1;2
7347;1;1;2
7348;1;1;1
7349;2;1;2
7350;2;1;2
7351;2;1;1
7352;1;2;1
7353;2;2;1
7354;1;2;2
7355;1;2;1
7356;1;1;2
7357;1;2;1
7358;2;2;1
7359;1;2;2
7360;1;2;1
7361;2;2;2
7362;1;1;2
7363;1;1;1
7364;2;2;2
7365;2;1;1
7366;1;2;1
7367;1;1;1
7368;1;1;2
7369;2;2;1
7370;1;2;2
7371;1;2;1
7372;1;1;1
7373;2;2;1
7374;1;2;1
7375;2;1;2
7376;2;1;1
7377;1;1;1
7378;1;1;1
7379;1;2;2
7380;2;2;1
7381;1;1;2
7382;1;2;2
7383;1;1;1
7384;2;1;2
7385;2;1;1
7386;2;1;1
7387;1;1;1
7388;2;2;2
7389;2;1;2
7390;1;2;2
7391;2;1;2
7392;1;2;1
7393;1;2;1
7394;2;1;2
7395;1;2;1
7396;1;1;1
7397;2;1;2
7398;1;1;2
7399;1;2;2
7400;2;1;1
7401;2;1;1
7402;2;1;1
7403;1;1;1
7404;1;1;2
7405;2;1;1
7406;2;1;1
7407;2;1;2
7408;2;2;1
7409;2;2;1
7410;1;1;1
7411;2;1;1
7412;1;2;1
7413;1;2;1
7414;2;2;1
7415;2;1;2
7416;2;2;1
7417;1;1;2
7418;1;1;1
7419;2;2;1
7420;1;1;2
7421;2;1;2
7422;2;2;1
7423;1;1;2
7424;2;1;1
7425;2;2;2
7426;2;2;1
7427;2;1;2
7428;1;2;1
7429;1;2;1
7430;1;1;2
7431;2;2;2
7432;1;2;2
7433;2;1;2
7434;2;1;1
7435;2;2;2
7436;2;1;2
7437;2;1;1
7438;2;1;1
7439;1;2;1
7440;2;2;1
7441;2;2;2
7442;1;2;2
7443;1;2;1
7444;1;2;2
7445;1;2;1
7446;1;2;2
7447;1;1;2
7448;1;1;2
7449;1;2;2
7450;2;2;2
7451;1;1;2
7452;1;1;1
7453;2;1;2
7454;2;1;1
7455;1;2;1
7456;2;1;2
7457;1;2;2
7458;2;1;1
7459;1;2;2
7460;1;2;1
7461;2;1;2
7462;1;1;1
7463;2;1;2
7464;1;1;1
7465;2;2;1
7466;2;1;1
7467;2;2;1
7468;2;1;1
7469;1;1;1
7470;1;1;2
7471;2;1;1
7472;2;1;1
7473;1;2;1
7474;2;1;1
7475;1;2;2
7476;2;1;1
7477;1;2;1
7478;2;1;1
7479;1;2;2
7480;1;2;2
7481;2;1;2
7482;1;2;2
7483;2;1;2
7484;2;2;2
7485;1;2;1
7486;2;2;1
7487;1;2;1
7488;2;2;2
7489;1;1;1
7490;1;2;2
7491;2;2;2
7492;2;2;2
7493;2;1;1
7494;1;1;1
7495;2;1;1
7496;2;1;2
7497;1;1;2
7498;1;1;1
7499;2;1;2
7500;2;2;1
7501;1;2;2
7502;2;2;2
7503;2;1;1
7504;2;2;1
7505;1;2;2
7506;2;2;1
7507;1;1;1
7508;1;2;1
7509;1;2;2
7510;2;1;1
7511;2;2;2
7512;1;2;1
7513;2;2;2
7514;2;2;2
7515;2;1;1
7516;2;2;2
7517;1;2;2
7518;1;1;2
7519;1;1;1
7520;1;2;2
7521;2;1;1
7522;1;1;1
7523;1;2;1
7524;1;2;1
7525;2;1;2
7526;2;2;1
7527;2;2;2
7528;1;1;1
7529;1;2;2
7530;2;1;2
7531;2;1;2
7532;2;1;2
7533;1;1;2
7534;1;2;1
7535;2;1;2
7536;2;2;1
7537;2;1;2
7538;1;1;1
7539;1;2;2
7540;2;2;2
7541;1;1;2
7542;2;1;1
7543;1;2;2
7544;2;2;1
7545;1;2;2
7546;1;1;1
7547;1;1;1
7548;2;1;2
7549;1;2;2
7550;1;1;1
7551;1;1;2
7552;1;2;1
7553;2;1;1
7554;2;1;1
7555;1;2;1
7556;2;2;2
7557;2;2;1
7558;2;2;1
7559;2;1;2
7560;2;1;1
7561;2;1;1
7562;2;1;2
7563;2;1;1
7564;1;2;2
7565;2;2;1
7566;2;2;1
7567;2;2;1
7568;1;2;2
7569;1;1;2
7570;1;2;1
7571;2;1;2
7572;1;1;1
7573;1;1;1
7574;1;1;1
7575;1;1;2
7576;1;2;2
7577;2;1;1
7578;1;2;2
7579;2;1;1
7580;2;1;2
7581;2;1;1
7582;1;1;1
7583;1;1;2
7584;1;2;2
7585;2;1;1
7586;2;1;1
7587;2;1;2
7588;1;1;2
7589;1;1;2
7590;1;2;2
7591;2;1;2
7592;2;1;2
7593;2;2;1
7594;1;1;1
7595;2;1;2
7596;1;1;1
7597;2;2;1
7598;2;2;2
7599;1;2;2
7600;1;2;2
7601;2;2;1
7602;2;1;2
7603;1;1;2
7604;1;2;2
7605;2;1;1
7606;1;2;2
7607;1;2;1
7608;2;1;2
7609;1;1;2
7610;2;2;2
7611;1;1;1
7612;1;2;2
7613;2;2;1
7614;2;1;2
7615;1;1;1
7616;1;1;1
7617;1;1;1
7618;1;1;2
7619;1;2;1
7620;2;2;1
7621;2;1;1
7622;1;1;2
7623;2;1;1
7624;2;2;2
7625;2;1;1
7626;2;1;1
7627;1;1;1
7628;2;2;2
7629;2;1;2
7630;2;1;1
7631;2;2;2
7632;1;1;2
7633;1;2;1
7634;1;2;2
7635;2;1;2
7636;1;2;1
7637;1;1;2
7638;2;1;2
7639;2;1;2
7640;2;1;2
7641;2;1;2
7642;1;2;2
7643;2;2;1
7644;2;1;1
7645;2;2;1
7646;2;2;1
7647;2;1;2
7648;1;1;2
7649;1;2;2
7650;1;1;1
7651;1;1;1
7652;1;2;2
7653;1;1;1
7654;2;2;2
7655;2;1;1
7656;1;2;2
7657;2;2;1
7658;2;1;1
7659;2;2;2
7660;1;2;1
7661;2;2;1
7662;1;1;1
7663;1;2;2
7664;2;2;2
7665;2;2;1
7666;1;1;1
7667;1;2;2
7668;2;2;1
7669;2;2;1
7670;1;2;1
7671;1;2;2
7672;1;1;2
7673;1;2;2
7674;2;1;2
7675;2;2;1
7676;1;2;2
7677;1;1;2
7678;2;1;1
7679;2;1;1
7680;1;1;2
7681;2;1;1
7682;2;2;1
7683;1;1;1
7684;1;1;1
7685;2;2;2
7686;1;1;1
7687;2;2;1
7688;1;1;1
7689;2;2;2
7690;2;1;2
7691;2;1;2
7692;2;2;1
7693;1;1;1
7694;2;2;1
7695;2;2;1
7696;1;1;2
7697;1;2;2
7698;2;2;2
7699;2;1;1
7700;1;1;2
7701;1;1;1
7702;1;1;1
7703;1;1;1
7704;1;2;2
7705;2;2;1
7706;2;2;2
7707;1;1;1
7708;1;2;1
7709;1;2;1
7710;2;1;1
7711;1;1;2
7712;1;1;1
7713;1;2;2
7714;2;1;1
7715;1;2;2
7716;2;2;1
7717;1;2;1
7718;2;1;2
7719;2;1;2
7720;2;1;1
7721;2;1;2
7722;2;1;1
7723;1;2;2
7724;1;1;2
7725;1;1;2
7726;1;1;2
7727;1;2;1
7728;2;1;1
7729;2;2;2
7730;2;2;2
7731;1;1;1
7732;1;2;2
7733;1;1;1
7734;1;2;1
7735;2;2;1
7736;1;2;1
7737;1;1;2
7738;1;1;1
7739;1;1;2
7740;1;2;1
7741;2;1;2
7742;2;2;1
7743;1;2;1
7744;2;1;1
7745;1;2;1
7746;1;1;1
7747;2;1;1
7748;1;2;2
7749;1;1;1
7750;2;2;1
7751;1;1;1
7752;1;1;1
7753;1;1;2
7754;1;1;2
7755;2;1;2
7756;2;1;1
7757;2;2;2
7758;1;1;2
7759;2;2;2
7760;1;1;2
7761;2;2;1
7762;2;1;1
7763;2;1;1
7764;2;1;1
7765;2;2;1
7766;1;2;2
7767;2;1;1
7768;2;2;2
7769;2;2;2
7770;1;1;2
7771;1;1;2
7772;2;2;2
7773;1;1;1
7774;2;1;2
7775;2;1;1
7776;2;2;2
7777;1;1;1
7778;1;2;1
7779;2;2;2
7780;1;1;2
7781;2;1;2
7782;2;1;2
7783;1;1;2
7784;2;1;2
7785;1;1;1
7786;2;2;1
7787;2;2;1
7788;1;1;1
7789;1;1;1
7790;1;1;2
7791;2;1;2
7792;1;1;2
7793;2;2;1
7794;2;1;2
7795;2;1;2
7796;2;1;1
7797;2;2;2
7798;1;1;1
7799;1;1;2
7800;1;2;1
7801;2;2;1
7802;1;2;1
7803;2;2;2
7804;2;2;2
7805;2;1;1
7806;2;2;2
7807;1;1;1
7808;1;1;1
7809;2;1;1
7810;2;2;2
7811;2;2;2
7812;2;2;2
7813;2;1;2
7814;2;1;1
7815;1;1;1
7816;1;2;2
7817;1;2;2
7818;2;1;2
7819;2;1;2
7820;1;1;2
7821;2;2;1
7822;2;2;1
7823;2;2;1
7824;1;2;1
7825;2;2;1
7826;2;1;2
7827;2;2;1
7828;1;2;2
7829;2;2;2
7830;1;2;2
7831;1;1;1
7832;1;2;1
7833;1;1;1
7834;1;2;2
7835;1;1;2
7836;1;2;2
7837;2;2;1
7838;2;2;1
7839;1;2;1
7840;1;1;1
7841;2;2;1
7842;2;2;1
7843;2;1;1
7844;1;2;1
7845;1;1;2
7846;2;1;2
7847;1;1;2
7848;2;2;2
7849;2;2;2
7850;2;1;2
7851;1;1;2
7852;1;2;1
7853;1;1;1
7854;1;2;2
7855;2;1;2
7856;1;2;1
7857;2;2;2
7858;2;2;1
7859;2;2;2
7860;2;1;1
7861;2;1;1
7862;1;2;1
7863;1;1;2
7864;2;2;2
7865;1;1;2
7866;2;2;2
7867;2;1;2
7868;2;2;1
7869;1;2;1
7870;2;2;1
7871;2;1;1
7872;1;1;2
7873;1;1;1
7874;1;2;2
7875;1;1;2
7876;1;2;1
7877;2;1;1
7878;2;1;1
7879;2;1;2
